8.8,35.541,3.82946,4.60743,-4.0797,6.91176e+06
8.9,36.1202,7.79208,4.24597,-3.03821,7.15609e+06
9,36.8725,7.26085,3.95561,-2.79104,7.15887e+06
9.1,37.3827,2.91356,3.61084,-4.21343,7.39394e+06
9.2,37.5976,1.39612,3.16123,-4.82216,7.4198e+06
9.3,37.734,1.36079,2.67399,-4.94725,7.41996e+06
9.4,38.0468,4.87455,2.23652,-3.91837,7.56567e+06
9.5,38.5663,5.53112,1.83176,-4.20808,7.56839e+06
9.6,38.9497,2.15877,1.37702,-4.75989,7.76617e+06
9.7,39.1229,1.29738,0.885597,-5.01787,7.78824e+06
9.8,39.0871,-2.07448,0.429374,-3.97533,7.95914e+06
9.9,38.9983,0.276634,6.25157,-5.2155,8.02172e+06
10,38.9737,-0.800674,5.7603,-4.56912,8.03258e+06
10.1,38.9387,0.0741788,5.30108,-4.55563,8.05042e+06
10.2,38.9539,0.236418,4.86591,-4.13037,8.05371e+06
10.3,39.1375,3.45467,4.4758,-3.5682,8.2264e+06
10.4,39.5866,5.55499,4.15968,-2.70812,8.29596e+06
10.5,40.2558,7.84821,3.94223,-1.61298,8.36843e+06
10.6,40.8297,3.60658,3.71935,-2.91741,8.60131e+06
10.7,41.3327,6.47126,3.50182,-1.4183,8.70463e+06
10.8,41.8498,3.86357,3.30536,-2.54139,8.78834e+06
10.9,42.2685,4.51005,3.06928,-2.19824,8.79342e+06
11,42.5742,1.62022,2.77405,-3.7078,8.89673e+06
11.1,42.8788,4.45578,2.45491,-2.74166,8.995e+06
11.2,43.5406,8.75918,2.24149,-1.60084,9.23894e+06
11.3,44.2301,5.06167,2.00832,-3.00392,9.43091e+06
11.4,44.5893,2.15309,1.66106,-3.86364,9.56598e+06
11.5,44.8615,3.3083,1.24907,-4.41253,9.57674e+06
11.6,45.2725,4.92671,0.767889,-5.24894,9.59823e+06
11.7,45.7502,4.58276,0.235717,-5.33045,9.60305e+06
11.8,46.0579,1.53473,6.05881,-3.81645,9.7163e+06
11.9,46.3887,5.01941,5.60335,-5.17458,9.88612e+06
12,47.0456,8.05949,5.05384,-5.65976,1.00521e+07
12.1,47.6201,3.45675,4.53045,-5.00422,1.02984e+07
12.2,47.9596,3.36071,4.05201,-4.57869,1.02991e+07
12.3,48.4721,6.94364,3.67427,-2.90539,1.04788e+07
12.4,49.2374,8.37212,3.4262,-2.05837,1.05046e+07
12.5,50.0338,7.55516,3.20565,-2.37358,1.05128e+07
12.6,50.5804,3.39234,2.86338,-4.48023,1.07251e+07
12.7,50.8035,1.13308,2.35272,-5.69435,1.08018e+07
12.8,51.1225,5.23054,1.82086,-5.12429,1.09926e+07
12.9,51.4645,1.6294,1.27751,-5.57909,1.12325e+07
13,51.6934,2.94943,0.682884,-6.34066,1.1241e+07
13.1,52.2264,7.6441,6.21605,-8.66196,1.148e+07
13.2,52.853,4.80496,5.42142,-7.22153,1.15486e+07
13.3,53.2682,3.50502,4.73552,-6.54616,1.15528e+07
13.4,53.6891,4.96833,4.11153,-5.86772,1.16128e+07
13.5,54.2858,7.03512,3.57722,-4.767,1.16847e+07
13.6,54.884,4.95449,3.05667,-5.68969,1.17343e+07
13.7,55.4377,6.14771,2.50897,-5.31141,1.17476e+07
13.8,55.8888,2.97631,1.90453,-6.65013,1.19263e+07
13.9,56.2793,4.8609,1.22035,-7.13908,1.19441e+07
14,56.8732,6.98919,0.456778,-8.18109,1.19689e+07
14.1,57.4551,4.49717,5.97391,-6.99606,1.20504e+07
14.2,57.6925,0.269995,5.37739,-5.02248,1.22405e+07
14.3,57.5598,-2.89027,4.93516,-3.91837,1.23524e+07
14.4,57.2494,-3.30431,4.56869,-3.42279,1.23529e+07
14.5,57.1117,0.582361,4.27399,-2.38244,1.25803e+07
14.6,57.3249,3.70088,4.09482,-1.16336,1.27153e+07
14.7,57.7997,5.79921,4.02959,-0.133775,1.27729e+07
14.8,58.1898,1.99933,3.97436,-0.98877,1.29704e+07
14.9,58.4107,2.41913,3.90036,-0.492728,1.29724e+07
15,58.5818,1.00221,3.84152,-0.693027,1.30001e+07
15.1,58.795,3.26309,3.83144,0.492405,1.30642e+07
15.2,59.2033,4.89592,3.92768,1.42724,1.30978e+07
15.3,59.7863,6.7484,4.11975,2.3965,1.31443e+07
15.4,60.5835,9.16874,4.41035,3.36724,1.32326e+07
15.5,61.4017,7.18494,4.76191,3.7244,1.32786e+07
15.6,62.1162,7.09327,5.15875,4.20884,1.32791e+07
15.7,62.6528,3.60566,5.64813,5.67367,1.34112e+07
15.8,63.1097,5.59726,6.18299,4.92123,1.34715e+07
15.9,63.6161,4.58378,0.41668,5.34275,1.34863e+07
16,64.1115,5.33842,0.922214,4.74958,1.34889e+07
16.1,64.6233,4.89937,1.3809,4.39338,1.34976e+07
16.2,65.0068,2.75088,1.7983,3.88054,1.35828e+07
16.3,65.2889,2.87638,2.16463,3.45822,1.35828e+07
16.4,65.493,1.17945,2.46482,2.523,1.36246e+07
16.5,65.5688,0.329389,2.68597,1.90344,1.3634e+07
16.6,65.7752,3.8113,2.94761,3.38039,1.37827e+07
16.7,66.239,5.45543,3.32491,4.19162,1.38155e+07
16.8,66.6571,2.91271,3.6912,3.19326,1.38923e+07
16.9,67.0119,4.15782,4.05057,3.98162,1.39164e+07
17,67.356,2.71488,4.45178,4.09838,1.39375e+07
17.1,67.5593,1.3358,4.88178,4.55203,1.39541e+07
17.2,67.7949,3.39022,5.34396,4.60128,1.40356e+07
17.3,68.2345,5.4429,5.78599,4.14774,1.41058e+07
17.4,68.7094,4.0775,6.24154,4.93065,1.41249e+07
17.5,69.1333,4.43652,0.44055,4.66012,1.41258e+07
